id_transect_annee,transect_coordonnees,transect_type_prairie,transect_paturage_prairie,transect_rythme_fauchage_prairie,amendements,semis_sursemis,duree,longueur_transect,geometry,HPrai_sp,simpPrai_sp,SPrai_sp,JPrai_sp,NPrai_sp,NPrai_sp_ab,log_NPrai_sp,logNPrai_sp,id_transect,annee,classe_habitat,habitat,axe1_1000,axe2_1000,axe3_1000,axe4_1000,axe1_5000,axe2_5000,axe3_5000,axe1_10000,axe2_10000,axe3_10000,site_id,degre_fauche,logN
134_Parc du vent prairie Dunkerque_2011,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",0.6596647515729506,0.33795918367346944,4,0.4758475328717729,14.088337997257032,35,2.7139221273671903,2.6453473627613744,134_Parc du vent prairie Dunkerque,2011,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,3.Plusieurs fauches,2.6453473627613744
134_Parc du vent prairie Dunkerque_2012,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",1.3895851727807598,0.7120181405895691,5,0.8633978123947403,8.453002798354216,21,2.2463324474713655,2.134521738995383,134_Parc du vent prairie Dunkerque,2012,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,3.Plusieurs fauches,2.134521738995383
134_Parc du vent prairie Dunkerque_2014,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,2400,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",0.4471145876314658,0.22879684418145974,3,0.40698123645924267,15.69843376837212,39,2.815314928699474,2.7535609474016067,134_Parc du vent prairie Dunkerque,2014,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,3.Plusieurs fauches,2.7535609474016067
134_Parc du vent prairie Dunkerque_2015,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",0.623848004006291,0.29513888888888873,4,0.45001121082417717,9.660574626690536,24,2.3665523222277063,2.268053131619906,134_Parc du vent prairie Dunkerque,2015,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,3.Plusieurs fauches,2.268053131619906
134_Parc du vent prairie Dunkerque_2016,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",1.1557117223459865,0.6360946745562128,4,0.8336697852628987,10.465622512248078,26,2.439353211586666,2.3480958392934426,134_Parc du vent prairie Dunkerque,2016,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,3.Plusieurs fauches,2.3480958392934426
134_Parc du vent prairie Dunkerque_2017,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",1.0442966081464617,0.633856138453218,3,0.9505597369682647,17.308529539487207,43,2.907367046312762,2.851199416965523,134_Parc du vent prairie Dunkerque,2017,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,3.Plusieurs fauches,2.851199416965523
134_Parc du vent prairie Dunkerque_2018,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",1.115424638546739,0.6280991735537189,4,0.8046087972583724,13.283290111699484,33,2.6590903303523947,2.5865068627384407,134_Parc du vent prairie Dunkerque,2018,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,3.Plusieurs fauches,2.5865068627384407
134_Parc du vent prairie Dunkerque_2019,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",1.4990306729790082,0.7603305785123966,5,0.931400125098263,4.4277633705664945,11,1.6915271468010138,1.4878945740703309,134_Parc du vent prairie Dunkerque,2019,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,3.Plusieurs fauches,1.4878945740703309
134_Parc du vent prairie Dunkerque_2020,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Fauche tardive,[],Non,2100,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",1.632168470012519,0.7847222222222222,6,0.9109305674358776,9.660574626690535,24,2.3665523222277063,2.268053131619906,134_Parc du vent prairie Dunkerque,2020,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,1.Fauche tardive,2.268053131619906
134_Parc du vent prairie Dunkerque_2021,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Fauche tardive,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",1.6402831117619097,0.7615999999999999,7,0.8429387721515419,10.063098569469306,25,2.403615116844891,2.308875126140161,134_Parc du vent prairie Dunkerque,2021,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,1.Fauche tardive,2.308875126140161
134_Parc du vent prairie Dunkerque_2022,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Fauche tardive,[],Non,1800,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",1.5790650403960664,0.7480216576426489,7,0.8114789067535619,19.723673196159844,49,3.0312766794863713,2.981819599382587,134_Parc du vent prairie Dunkerque,2022,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,1.Fauche tardive,2.981819599382587
134_Parc du vent prairie Dunkerque_2023,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",Prairie sans distinction,Non pâturée,Fauche tardive,[],Non,2100,248.43242692512365,"c(2.4169637134393, 51.0538460513163)",0.9550807986656575,0.5079365079365079,4,0.6889451659416074,25.359008395062656,63,3.271810091137007,3.233134027663493,134_Parc du vent prairie Dunkerque,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,0.09626223620118536,3.3016565875529156,2.3399460041922873,4.67268185106943,0.6911022258619409,-0.02095477937806557,4.713987930392694,1.225667774391873,-1.5178816316956334,2.5529140201919,134,1.Fauche tardive,3.233134027663493
1351_2 - prairie Nord_2022,"{""type"": ""LineString"", ""coordinates"": [[5.765821, 45.1997], [5.765317, 45.200078], [5.765017, 45.200267], [5.764695, 45.200282], [5.764416, 45.200313], [5.764309, 45.20029]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,"[""espaces-verts.amendements.aucun""]",Non,1800,145.3821802826837,"c(5.76492916666667, 45.200155)",1.0397207708399179,0.625,3,0.946394630357186,2.7513688350403944,4,1.3221207960551882,1.0120985460344694,1351_2 - prairie Nord,2022,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,-0.4845842791538412,1.3789207148782061,-0.04207404359444218,-0.3597040910356255,0.5498417866540725,0.25607433749459124,-0.8454695841964333,1.0337027211100065,1.7329863947740602,-1.2728282508675517,1351,3.Plusieurs fauches,1.0120985460344694
1351_2 - prairie Nord_2023,"{""type"": ""LineString"", ""coordinates"": [[5.765821, 45.1997], [5.765317, 45.200078], [5.765017, 45.200267], [5.764695, 45.200282], [5.764416, 45.200313], [5.764309, 45.20029]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,2040,145.3821802826837,"c(5.76492916666667, 45.200155)",0.30463609734923813,0.16528925619834722,2,0.43949698692151334,7.566264296361084,11,2.147831732833601,2.023699457712949,1351_2 - prairie Nord,2023,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,-0.4845842791538412,1.3789207148782061,-0.04207404359444218,-0.3597040910356255,0.5498417866540725,0.25607433749459124,-0.8454695841964333,1.0337027211100065,1.7329863947740602,-1.2728282508675517,1351,1.Fauche tardive,2.023699457712949
1351_3 - Prairie piste cyclable_2022,"{""type"": ""LineString"", ""coordinates"": [[5.766816, 45.198823], [5.767197, 45.198725], [5.767401, 45.198657], [5.767605, 45.198615], [5.767825, 45.198566], [5.768034, 45.198506], [5.768023, 45.198464], [5.767857, 45.19846], [5.767653, 45.198449], [5.767471, 45.198445]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Oui,1800,149.93727144277216,"c(5.7675882, 45.198571)",0.3488320958430318,0.19753086419753074,2,0.5032583347756456,6.002510192027275,9,1.946268683635148,1.7921777470755573,1351_3 - Prairie piste cyclable,2022,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,-0.27294663480724085,1.9863360506009116,-0.04648824557101712,-0.713945549356483,0.567824317511311,0.25183933021416377,-0.8902397246602999,1.034848304527442,1.7183996867229812,-1.2758869585878858,1351,1.Fauche tardive,1.7921777470755573
1351_3 - Prairie piste cyclable_2023,"{""type"": ""LineString"", ""coordinates"": [[5.766816, 45.198823], [5.767197, 45.198725], [5.767401, 45.198657], [5.767605, 45.198615], [5.767825, 45.198566], [5.768034, 45.198506], [5.768023, 45.198464], [5.767857, 45.19846], [5.767653, 45.198449], [5.767471, 45.198445]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Oui,2340,149.93727144277216,"c(5.7675882, 45.198571)",0.6881388137135884,0.4950000000000001,2,0.9927744539878083,13.338911537838388,20,2.6629769283741958,2.590685443293329,1351_3 - Prairie piste cyclable,2023,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,-0.27294663480724085,1.9863360506009116,-0.04648824557101712,-0.713945549356483,0.567824317511311,0.25183933021416377,-0.8902397246602999,1.034848304527442,1.7183996867229812,-1.2758869585878858,1351,1.Fauche tardive,2.590685443293329
1352_1 - Prairie_2023,"{""type"": ""LineString"", ""coordinates"": [[5.691567, 45.161888], [5.691524, 45.161623], [5.691556, 45.161396], [5.691556, 45.161154], [5.691589, 45.160958], [5.691556, 45.160753], [5.69161, 45.160511], [5.691771, 45.160352]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,2760,175.78679144441324,"c(5.691591125, 45.161079375)",1.331421940330813,0.7107145863142834,5,0.8272589641666771,62.006934141276275,109,4.143244786069288,4.127246219779681,1352_1 - Prairie,2023,0_Territoires artificialisés sans végétation,Territoires artificialisés sans végétation,-0.7710151162527191,0.30909221735198456,0.2368716288359465,0.2728240503508794,0.3444490880501333,0.7295798567032253,-1.007570790834522,1.4556953396389265,2.407876216692768,-0.8305903308824237,1352,1.Fauche tardive,4.127246219779681
1357_1-1_2023,"{""type"": ""LineString"", ""coordinates"": [[2.505991, 48.963403], [2.506055, 48.964044], [2.50694, 48.964181]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,1800,137.80844780384706,"c(2.50632866666667, 48.963876)",0.8264053222918115,0.42659279778393344,4,0.596125430117321,13.78725346870179,19,2.6937655575646393,2.623744503636569,1357_1-1,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.2528960502024615,-0.18113059099493745,-0.0013005738570311,-0.22549519579513352,-0.979502295263426,-0.26034156509178435,-0.07289085813730749,-1.030664734655867,-0.34659745397313724,0.0869291785069915,1357,1.Fauche tardive,2.623744503636569
1357_1-2_2023,"{""type"": ""LineString"", ""coordinates"": [[2.508077, 48.965048], [2.506178, 48.965787]]}",Prairie sans distinction,Non pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1980,161.15366172443333,"c(2.5071275, 48.9654175)",1.3635254326346993,0.7387152777777778,4,0.9835756898940295,29.7852369511021,48,3.4270352552996752,3.39401286643266,1357_1-2,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.1944058413332614,0.22891387653060863,0.02621334209141524,-0.5689476493022714,-0.9435126388780356,-0.2767364174725453,-0.06531642633304252,-0.9849971981266398,-0.3664573679949599,0.08985372679333276,1357,0.Non fauchée,3.39401286643266
1357_1-4_2023,"{""type"": ""LineString"", ""coordinates"": [[2.507967, 48.96197], [2.509995, 48.96223], [2.510628, 48.963357]]}",Prairie sans distinction,Pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,1980,284.4185683197045,"c(2.50953, 48.962519)",1.2023479462494147,0.6609977324263039,4,0.8673107097385303,14.766968362202476,42,2.7579171416701183,2.6923928190231994,1357_1-4,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.3099009115825384,-0.5807620589425538,-0.02811577925613803,0.10923534939071722,-1.012450361835153,-0.2482290743721047,-0.07839390220969404,-1.0285936939349742,-0.3254425310081044,0.07594746989951531,1357,1.Fauche tardive,2.6923928190231994
1357_1-6_2023,"{""type"": ""LineString"", ""coordinates"": [[2.497754, 48.964012], [2.498226, 48.964259], [2.499384, 48.964329]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,1980,128.95904431654063,"c(2.49845466666667, 48.9642)",0.9391123546198923,0.5772641762966945,3,0.854816903384919,47.30183937333659,61,3.8774696421971138,3.856549182127344,1357_1-6,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.1856093862473938,0.2905812531998079,0.03035121286595953,-0.6206001248159564,-0.9775250657239553,-0.2559630158267476,-0.0832760327894543,-1.1273745963391897,-0.34180053772475555,0.08514338804588358,1357,1.Fauche tardive,3.856549182127344
1357_1-7_2023,"{""type"": ""LineString"", ""coordinates"": [[2.507841, 48.964836], [2.506151, 48.965544]]}",Prairie semée,Non pâturée,Plusieurs fauches,"[""espaces-verts.amendements.aucun""]",Non,1860,146.35093247515735,"c(2.506996, 48.96519)",1.444336821370118,0.7173119065010957,6,0.8060997283259135,25.281697474855953,37,3.2688727834199396,3.230080713972817,1357_1-7,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.2028916840696342,0.16942404167426955,0.02222158401234229,-0.5191190786025063,-0.948733918368979,-0.274479878284657,-0.06603954125136287,-0.9904025004483574,-0.3636924190698206,0.08909394139553442,1357,3.Plusieurs fauches,3.230080713972817
1357_1-8_2023,"{""type"": ""LineString"", ""coordinates"": [[2.507879, 48.964836], [2.509402, 48.964234]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,1860,129.77865904357853,"c(2.5086405, 48.964535)",1.2275294114572126,0.6000000000000001,5,0.7627069065377661,7.705427127769974,10,2.1639466389629884,2.0419249023777204,1357_1-8,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.2319949062751323,-0.03460352949098297,0.00853136773389274,-0.34822597931823795,-0.9658896741465154,-0.26723714047254477,-0.06953590397733876,-0.986604634966611,-0.3547939647268084,0.08581446653759871,1357,1.Fauche tardive,2.0419249023777204
1357_2-1_2023,"{""type"": ""LineString"", ""coordinates"": [[2.512272, 48.965879], [2.512927, 48.964812]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,1860,127.91806900274543,"c(2.5125995, 48.9653455)",0.8115954393121743,0.40941176470588214,4,0.5854423577518868,66.4487829300923,85,4.2113685384597215,4.19643146941729,1357_2-1,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.2038979677816053,0.16236950935455047,0.0217482260605288,-0.5132102159657925,-0.950570282555389,-0.27656015069946643,-0.06360456446434992,-0.91275054629941,-0.3659483815242471,0.08156961962846064,1357,1.Fauche tardive,4.19643146941729
1357_2-3_2023,"{""type"": ""LineString"", ""coordinates"": [[2.5132, 48.962931], [2.514987, 48.962089]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,1800,160.57982967509196,"c(2.5140935, 48.96251)",1.1806547942650827,0.6204986149584488,6,0.6589359869680192,47.32848462585497,76,3.87802113063451,3.8571123262041365,1357_2-3,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.2917325138420392,-0.4533928612370854,-0.0195693271573276,0.00255115555885321,-0.9987424544293652,-0.2541930297409076,-0.08055570304285231,-0.9773038574253136,-0.3220999980301836,0.06702296445961885,1357,1.Fauche tardive,3.8571123262041365
1357_3-1_2023,"{""type"": ""LineString"", ""coordinates"": [[2.51717, 48.958218], [2.519058, 48.957591]]}",Prairie sans distinction,Pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1860,154.47518439285602,"c(2.518114, 48.9579045)",1.0782790433970237,0.599609375,4,0.7778139143016908,20.715301377222307,32,3.0780171446481233,3.0308726241670674,1357_3-1,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.352695884563239,-0.8807753816489816,-0.04824662358668492,0.36052592865437194,-0.985039332993058,-0.2166505170147884,-0.17241021589524033,-1.0704280753176971,-0.28131062216012487,0.05674621174747961,1357,0.Non fauchée,3.0308726241670674
1357_3-2_2023,"{""type"": ""LineString"", ""coordinates"": [[2.51997, 48.957679], [2.521939, 48.957655]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,1920,143.78644800163434,"c(2.5209545, 48.957667)",0.872639991160314,0.540246913580247,4,0.6294766938641869,31.2964125795002,45,3.474956158410216,3.4435034769039365,1357_3-2,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.3450402443730265,-0.8271056655366125,-0.04464539451266822,0.31557227816602257,-0.9445985998543112,-0.2132357030399478,-0.19639165791546223,-1.0462851374958115,-0.29455671938114303,0.05900924868035419,1357,1.Fauche tardive,3.4435034769039365
1357_4-1_2023,"{""type"": ""LineString"", ""coordinates"": [[2.514536, 48.955893], [2.516242, 48.956355]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,1860,134.74084912158816,"c(2.515389, 48.956124)",0.6615632381579821,0.46875,2,0.954434002924965,11.87464685305778,16,2.5552600172849047,2.4744056107886303,1357_4-1,2023,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.3665427311454796,-0.977848429317864,-0.05476020902910956,0.4418341257689103,-1.039640277826394,-0.1885482969322267,-0.19439268390880868,-1.1423120358610686,-0.25498355990567717,0.05484356838209073,1357,1.Fauche tardive,2.4744056107886303
