"id_releve","transect_habitat","releve_date","jour_julien","heure_debut","heure_fin","temperature","vent","couverture_nuageuse","mois","duree_obs","heure_debut_releve","heure_fin_releve"
"13198","Prairie",2019-05-23,18039,1899-12-31 11:45:00,1899-12-31 11:55:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",5,600,"11","11"
"13199","Prairie",2018-08-16,17759,1899-12-31 11:30:00,1899-12-31 11:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"13200","Prairie",2018-07-11,17723,1899-12-31 12:40:00,1899-12-31 12:50:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"13201","Prairie",2017-08-20,17398,1899-12-31 14:30:00,1899-12-31 14:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"14","14"
"13202","Prairie",2017-07-04,17351,1899-12-31 12:15:00,1899-12-31 12:25:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"13203","Prairie",2017-06-08,17325,1899-12-31 13:50:00,1899-12-31 14:00:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"13","14"
"13204","Lisière de bois",2019-07-03,18080,1899-12-31 12:00:00,1899-12-31 12:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"13205","Lisière de bois",2019-08-02,18110,1899-12-31 11:05:00,1899-12-31 11:15:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"13206","Lisière de bois",2019-07-03,18080,1899-12-31 11:15:00,1899-12-31 11:25:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","11"
"13207","Lisière de bois",2019-05-29,18045,1899-12-31 11:05:00,1899-12-31 11:15:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",5,600,"11","11"
"13208","Lisière de bois",2018-08-16,17759,1899-12-31 11:10:00,1899-12-31 11:15:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13209","Lisière de bois",2018-07-11,17723,1899-12-31 11:25:00,1899-12-31 11:35:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","11"
"13210","Lisière de bois",2017-08-20,17398,1899-12-31 14:15:00,1899-12-31 14:25:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"14","14"
"13211","Lisière de bois",2017-07-04,17351,1899-12-31 11:50:00,1899-12-31 12:00:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","12"
"13212","Lisière de bois",2017-06-10,17327,1899-12-31 11:50:00,1899-12-31 12:00:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"11","12"
"13213","Gazon",2019-08-02,18110,1899-12-31 11:00:00,1899-12-31 11:10:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"13214","Gazon",2019-07-03,18080,1899-12-31 11:10:00,1899-12-31 11:20:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","11"
"13215","Gazon",2019-05-29,18045,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",5,600,"11","11"
"13216","Gazon",2018-08-16,17759,1899-12-31 11:05:00,1899-12-31 11:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13217","Gazon",2018-07-11,17723,1899-12-31 11:25:00,1899-12-31 11:30:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"11","11"
"13218","Gazon",2017-08-20,17398,1899-12-31 14:05:00,1899-12-31 14:15:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"14","14"
"13219","Gazon",2017-07-04,17351,1899-12-31 11:40:00,1899-12-31 11:50:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","11"
"13220","Gazon",2017-06-10,17327,1899-12-31 14:45:00,1899-12-31 14:55:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"14","14"
"13221","Square urbain",2019-08-02,18110,1899-12-31 11:15:00,1899-12-31 11:25:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"11","11"
"13222","Square urbain",2019-07-09,18086,1899-12-31 11:15:00,1899-12-31 11:25:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"11","11"
"13223","Square urbain",2019-06-03,18050,1899-12-31 11:15:00,1899-12-31 11:25:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"11","11"
"13224","Square urbain",2018-08-09,17752,1899-12-31 11:15:00,1899-12-31 11:25:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"11","11"
"13225","Square urbain",2018-06-06,17688,1899-12-31 11:15:00,1899-12-31 11:25:00,"13-15°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"11","11"
"13227","Gazon",2019-08-02,18110,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"11","11"
"13228","Gazon",2019-07-09,18086,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"11","11"
"13229","Gazon",2019-06-03,18050,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"11","11"
"13230","Gazon",2018-08-09,17752,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"11","11"
"13231","Gazon",2018-06-06,17688,1899-12-31 11:00:00,1899-12-31 11:10:00,"13-15°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"11","11"
"13234","Lisière de bois",2019-08-02,18110,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"11","11"
"13235","Lisière de bois",2019-07-09,18086,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"11","11"
"13236","Lisière de bois",2019-06-03,18050,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"11","11"
"13237","Lisière de bois",2018-08-09,17752,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"11","11"
"13238","Lisière de bois",2018-06-06,17688,1899-12-31 11:30:00,1899-12-31 11:40:00,"13-15°C","0 Beaufort (0km/h)","Ciel dégagé",6,600,"11","11"
"13240","Lisière de bois",2019-07-05,18082,1899-12-31 12:20:00,1899-12-31 12:30:00,"<13°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"13241","Lisière de bois",2018-07-11,17723,1899-12-31 12:00:00,1899-12-31 12:05:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"12","12"
"13242","Lisière de bois",2018-06-08,17690,1899-12-31 11:35:00,1899-12-31 11:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","11"
"13243","Lisière de bois",2017-08-02,17380,1899-12-31 12:15:00,1899-12-31 12:25:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"12","12"
"13244","Lisière de bois",2017-06-12,17329,1899-12-31 12:00:00,1899-12-31 12:10:00,"31-35°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"12","12"
"13245","Prairie",2019-07-05,18082,1899-12-31 12:40:00,1899-12-31 13:00:00,"<13°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,1200,"12","13"
"13246","Prairie",2018-08-17,17760,1899-12-31 12:50:00,1899-12-31 13:00:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"12","13"
"13247","Prairie",2018-07-11,17723,1899-12-31 12:30:00,1899-12-31 12:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"13248","Prairie",2018-06-08,17690,1899-12-31 11:15:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","11"
"13249","Prairie",2017-08-02,17380,1899-12-31 12:30:00,1899-12-31 12:40:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"12","12"
"13250","Prairie",2017-06-12,17329,1899-12-31 12:00:00,1899-12-31 12:10:00,"31-35°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"12","12"
"13251","Lisière de bois",2019-07-05,18082,1899-12-31 12:00:00,1899-12-31 12:10:00,"<13°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"12","12"
"13252","Lisière de bois",2018-07-11,17723,1899-12-31 11:35:00,1899-12-31 11:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"11","11"
"13253","Lisière de bois",2018-06-08,17690,1899-12-31 11:05:00,1899-12-31 11:15:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"11","11"
"13254","Lisière de bois",2017-06-12,17329,1899-12-31 12:00:00,1899-12-31 12:10:00,"31-35°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"12","12"
"13255","Jardin",2019-07-05,18082,1899-12-31 11:50:00,1899-12-31 12:00:00,"<13°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"11","12"
"13256","Jardin",2018-07-11,17723,1899-12-31 11:20:00,1899-12-31 11:25:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"11","11"
"13257","Jardin",2018-06-08,17690,1899-12-31 11:00:00,1899-12-31 11:05:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","11"
"13258","Jardin",2017-08-02,17380,1899-12-31 11:45:00,1899-12-31 11:55:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,600,"11","11"
"13259","Jardin",2017-06-12,17329,1899-12-31 12:00:00,1899-12-31 12:10:00,"31-35°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"12","12"
"13260","Jardin",2015-08-13,16660,1899-12-31 14:40:00,1899-12-31 14:50:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,600,"14","14"
"13261","Jardin",2015-06-29,16615,1899-12-31 14:30:00,1899-12-31 14:40:00,"21-25°C","0 Beaufort (0km/h)","Soleil voilé",6,600,"14","14"
"13262","Jardin",2015-06-09,16595,1899-12-31 15:35:00,1899-12-31 15:45:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",6,600,"15","15"
"13263","Jardin",2014-07-03,16254,1899-12-31 13:45:00,1899-12-31 13:55:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"13","13"
"13264","Jardin",2014-06-12,16233,1899-12-31 14:45:00,1899-12-31 14:55:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",6,600,"14","14"
"13265","Jardin",2012-08-18,15570,1899-12-31 13:30:00,1899-12-31 13:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"13","13"
"13266","Jardin",2012-07-11,15532,1899-12-31 13:50:00,1899-12-31 14:00:00,"21-25°C","3 Beaufort (12-19km/h)","Soleil voilé",7,600,"13","14"
"13267","Jardin",2011-08-22,15208,1899-12-31 15:05:00,1899-12-31 15:15:00,"21-25°C","0 Beaufort (0km/h)","nuages 51-75%",8,600,"15","15"
"13268","Jardin",2011-07-08,15163,1899-12-31 14:20:00,1899-12-31 14:30:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"14","14"
"13269","Jardin",2011-06-08,15133,1899-12-31 14:50:00,1899-12-31 15:00:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,600,"14","15"
"13270","Jardin",2010-07-13,14803,1899-12-31 12:30:00,1899-12-31 12:40:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",7,600,"12","12"
"13272","Jardin",2016-06-06,16958,1899-12-31 13:45:00,1899-12-31 13:55:00,"21-25°C","2 Beaufort (6-11km/h)","Soleil voilé",6,600,"13","13"
"13273","Jardin",2016-08-23,17036,1899-12-31 11:05:00,1899-12-31 11:15:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"13274","Jardin",2016-07-05,16987,1899-12-31 13:40:00,1899-12-31 13:50:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 0-25%",7,600,"13","13"
"13275","Jardin",2018-08-10,17753,1899-12-31 13:00:00,1899-12-31 13:10:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 26-50%",8,600,"13","13"
"13276","Jardin",2018-07-06,17718,1899-12-31 13:20:00,1899-12-31 13:30:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",7,600,"13","13"
"13277","Jardin",2018-06-14,17696,1899-12-31 10:40:00,1899-12-31 10:50:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 76-100%",6,600,"10","10"
"13279","Jardin",2016-08-16,17029,1899-12-31 12:20:00,1899-12-31 12:30:00,"26-30°C","2 Beaufort (6-11km/h)","Ciel dégagé",8,600,"12","12"
"13280","Jardin",2016-07-11,16993,1899-12-31 14:00:00,1899-12-31 14:10:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 0-25%",7,600,"14","14"
"13281","Prairie",2019-08-22,18130,1899-12-31 10:35:00,1899-12-31 10:55:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,1200,"10","10"
"13283","Prairie",2019-06-06,18053,1899-12-31 15:50:00,1899-12-31 16:00:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 0-25%",6,600,"15","16"
"13284","Prairie",2018-08-21,17764,1899-12-31 14:05:00,1899-12-31 14:20:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 26-50%",8,900,"14","14"
"13285","Prairie",2018-06-07,17689,1899-12-31 13:20:00,1899-12-31 13:35:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 0-25%",6,900,"13","13"
"13286","Prairie",2016-08-10,17023,1899-12-31 14:10:00,1899-12-31 14:25:00,"21-25°C","3 Beaufort (12-19km/h)","Soleil voilé",8,900,"14","14"
"13287","Prairie",2016-07-05,16987,1899-12-31 14:00:00,1899-12-31 14:10:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",7,600,"14","14"
"13288","Prairie",2019-08-22,18130,1899-12-31 10:35:00,1899-12-31 10:45:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"10","10"
"13290","Prairie",2019-06-06,18053,1899-12-31 15:50:00,1899-12-31 16:00:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 0-25%",6,600,"15","16"
"13294","Prairie",2016-08-10,17023,1899-12-31 13:50:00,1899-12-31 14:05:00,"21-25°C","3 Beaufort (12-19km/h)","Soleil voilé",8,900,"13","14"
"13295","Prairie",2016-07-05,16987,1899-12-31 13:55:00,1899-12-31 14:05:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",7,600,"13","14"
"13297","Prairie",2016-07-05,16987,1899-12-31 14:35:00,1899-12-31 14:50:00,"16-20°C","0 Beaufort (0km/h)","nuages 0-25%",7,900,"14","14"
"13298","Prairie",2016-06-03,16955,1899-12-31 11:00:00,1899-12-31 11:10:00,"13-15°C","1 Beaufort (1-5km/h)","nuages 76-100%",6,600,"11","11"
"13299","Prairie",2019-08-20,18128,1899-12-31 11:15:00,1899-12-31 11:25:00,"16-20°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"11","11"
"13300","Prairie",2019-07-04,18081,1899-12-31 10:55:00,1899-12-31 11:05:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"10","11"
"13301","Prairie",2018-08-20,17763,1899-12-31 11:35:00,1899-12-31 11:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13302","Prairie",2018-07-12,17724,1899-12-31 11:30:00,1899-12-31 11:35:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"11","11"
"13303","Prairie",2017-08-17,17395,1899-12-31 11:35:00,1899-12-31 11:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13304","Prairie",2017-07-11,17358,1899-12-31 10:05:00,1899-12-31 10:10:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"10","10"
"13305","Prairie",2017-06-08,17325,1899-12-31 12:00:00,1899-12-31 12:05:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"12","12"
"13306","Prairie",2016-08-11,17024,1899-12-31 10:40:00,1899-12-31 10:45:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",8,300,"10","10"
"13307","Prairie",2016-07-19,17001,1899-12-31 12:30:00,1899-12-31 12:35:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"12","12"
"13308","Friche",2019-08-20,18128,1899-12-31 11:05:00,1899-12-31 11:15:00,"16-20°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"11","11"
"13309","Friche",2019-07-04,18081,1899-12-31 10:45:00,1899-12-31 10:55:00,"26-30°C","0 Beaufort (0km/h)","Soleil voilé",7,600,"10","10"
"13310","Friche",2018-08-20,17763,1899-12-31 11:25:00,1899-12-31 11:35:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"13311","Friche",2018-07-12,17724,1899-12-31 11:25:00,1899-12-31 11:30:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"11","11"
"13312","Friche",2017-08-17,17395,1899-12-31 11:20:00,1899-12-31 11:30:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"13313","Friche",2017-07-11,17358,1899-12-31 09:55:00,1899-12-31 10:00:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"09","10"
"13314","Friche",2017-06-08,17325,1899-12-31 11:55:00,1899-12-31 12:00:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"11","12"
"13315","Friche",2016-07-19,17001,1899-12-31 12:05:00,1899-12-31 12:20:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"12","12"
"13316","Friche",2016-08-11,17024,1899-12-31 10:20:00,1899-12-31 10:40:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",8,1200,"10","10"
"13317","Bords d’infrastructures",2019-08-20,18128,1899-12-31 10:50:00,1899-12-31 11:00:00,"16-20°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"10","11"
"13318","Bords d’infrastructures",2019-07-04,18081,1899-12-31 10:25:00,1899-12-31 10:45:00,"26-30°C","0 Beaufort (0km/h)","Soleil voilé",7,1200,"10","10"
"13319","Bords d’infrastructures",2018-08-20,17763,1899-12-31 11:10:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",8,600,"11","11"
"13320","Bords d’infrastructures",2018-07-12,17724,1899-12-31 11:00:00,1899-12-31 11:15:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"11","11"
"13321","Bords d’infrastructures",2017-08-17,17395,1899-12-31 11:00:00,1899-12-31 11:20:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,1200,"11","11"
"13322","Bords d’infrastructures",2017-07-11,17358,1899-12-31 09:35:00,1899-12-31 09:45:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"09","09"
"13323","Bords d’infrastructures",2017-06-08,17325,1899-12-31 11:40:00,1899-12-31 11:50:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"11","11"
"13324","Bords d’infrastructures",2016-08-11,17024,1899-12-31 10:00:00,1899-12-31 10:15:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",8,900,"10","10"
"13325","Bords d’infrastructures",2016-07-19,17001,1899-12-31 11:40:00,1899-12-31 12:00:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,1200,"11","12"
"13326","Bords d’infrastructures",2016-07-19,17001,1899-12-31 11:40:00,1899-12-31 12:00:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,1200,"11","12"
"13327","Gazon",2019-08-20,18128,1899-12-31 11:20:00,1899-12-31 11:30:00,"16-20°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"11","11"
"13328","Gazon",2019-07-04,18081,1899-12-31 11:25:00,1899-12-31 11:35:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"11","11"
"13329","Gazon",2018-08-20,17763,1899-12-31 11:40:00,1899-12-31 11:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13330","Gazon",2018-07-12,17724,1899-12-31 11:35:00,1899-12-31 11:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"11","11"
"13331","Gazon",2017-08-17,17395,1899-12-31 11:35:00,1899-12-31 11:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"13332","Gazon",2017-07-11,17358,1899-12-31 10:10:00,1899-12-31 10:25:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"10","10"
"13333","Gazon",2017-06-08,17325,1899-12-31 12:05:00,1899-12-31 12:15:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"12","12"
"13334","Gazon",2016-08-11,17024,1899-12-31 10:45:00,1899-12-31 10:50:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",8,300,"10","10"
"13335","Gazon",2016-07-20,17002,1899-12-31 11:30:00,1899-12-31 11:40:00,"21-25°C","0 Beaufort (0km/h)","nuages 76-100%",7,600,"11","11"
"13336","Lisière de bois",2019-08-20,18128,1899-12-31 11:25:00,1899-12-31 11:35:00,"16-20°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"11","11"
"13337","Lisière de bois",2019-07-04,18081,1899-12-31 11:15:00,1899-12-31 11:25:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"11","11"
"13338","Lisière de bois",2018-08-20,17763,1899-12-31 11:45:00,1899-12-31 11:50:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13339","Lisière de bois",2018-07-12,17724,1899-12-31 11:40:00,1899-12-31 11:45:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,300,"11","11"
"13340","Lisière de bois",2017-08-17,17395,1899-12-31 11:50:00,1899-12-31 11:55:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13341","Lisière de bois",2017-07-11,17358,1899-12-31 10:30:00,1899-12-31 10:45:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,900,"10","10"
"13342","Lisière de bois",2017-06-08,17325,1899-12-31 12:20:00,1899-12-31 12:25:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,300,"12","12"
"13343","Lisière de bois",2016-08-11,17024,1899-12-31 10:50:00,1899-12-31 10:55:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",8,300,"10","10"
"13344","Lisière de bois",2016-07-20,17002,1899-12-31 11:00:00,1899-12-31 11:15:00,"21-25°C","0 Beaufort (0km/h)","nuages 76-100%",7,900,"11","11"
"13345","Lisière de bois",2019-08-20,18128,1899-12-31 11:30:00,1899-12-31 11:40:00,"16-20°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"11","11"
"13346","Lisière de bois",2019-07-04,18081,1899-12-31 11:20:00,1899-12-31 11:30:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,600,"11","11"
"13347","Lisière de bois",2018-08-20,17763,1899-12-31 11:50:00,1899-12-31 11:55:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",8,300,"11","11"
"13348","Lisière de bois",2018-07-12,17724,1899-12-31 11:45:00,1899-12-31 11:50:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",7,300,"11","11"
"13349","Lisière de bois",2017-08-17,17395,1899-12-31 11:50:00,1899-12-31 11:55:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13350","Lisière de bois",2017-07-11,17358,1899-12-31 10:45:00,1899-12-31 10:50:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"10","10"
"13351","Lisière de bois",2017-06-08,17325,1899-12-31 12:30:00,1899-12-31 12:40:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"12","12"
"13352","Lisière de bois",2016-08-11,17024,1899-12-31 10:55:00,1899-12-31 11:00:00,"21-25°C","0 Beaufort (0km/h)","nuages 0-25%",8,300,"10","11"
"13353","Lisière de bois",2016-07-20,17002,1899-12-31 11:10:00,1899-12-31 11:30:00,"21-25°C","0 Beaufort (0km/h)","nuages 76-100%",7,1200,"11","11"
"13354","Bords d’infrastructures",2019-08-02,18110,1899-12-31 13:00:00,1899-12-31 13:10:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"13","13"
"13355","Bords d’infrastructures",2019-07-04,18081,1899-12-31 12:05:00,1899-12-31 12:15:00,"26-30°C","1 Beaufort (1-5km/h)","Soleil voilé",7,600,"12","12"
"13356","Bords d’infrastructures",2019-05-29,18045,1899-12-31 12:10:00,1899-12-31 12:20:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",5,600,"12","12"
"13357","Bords d’infrastructures",2018-08-17,17760,1899-12-31 11:10:00,1899-12-31 11:15:00,"16-20°C","1 Beaufort (1-5km/h)","Soleil voilé",8,300,"11","11"
"13358","Bords d’infrastructures",2018-07-12,17724,1899-12-31 12:15:00,1899-12-31 12:25:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","12"
"13359","Bords d’infrastructures",2016-08-01,17014,1899-12-31 14:15:00,1899-12-31 14:25:00,"26-30°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"14","14"
"13360","Bords d’infrastructures",2016-07-13,16995,1899-12-31 12:00:00,1899-12-31 12:10:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 76-100%",7,600,"12","12"
"13361","Lisière de bois",2019-08-02,18110,1899-12-31 12:40:00,1899-12-31 12:50:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"12","12"
"13362","Lisière de bois",2019-07-03,18080,1899-12-31 12:55:00,1899-12-31 13:05:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"12","13"
"13363","Lisière de bois",2019-05-29,18045,1899-12-31 11:45:00,1899-12-31 11:55:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",5,600,"11","11"
"13364","Lisière de bois",2018-08-17,17760,1899-12-31 11:25:00,1899-12-31 11:30:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,300,"11","11"
"13365","Lisière de bois",2018-07-12,17724,1899-12-31 11:50:00,1899-12-31 11:55:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,300,"11","11"
"13366","Lisière de bois",2016-08-01,17014,1899-12-31 14:45:00,1899-12-31 14:55:00,"26-30°C","0 Beaufort (0km/h)","Soleil voilé",8,600,"14","14"
"13367","Lisière de bois",2016-07-13,16995,1899-12-31 12:30:00,1899-12-31 12:40:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 76-100%",7,600,"12","12"
